instruction,input,output
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",what are the leaves types ?,"annual leave , unpaid leaves , custom leaves , sick leaves "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",what are custom leaves types ?,"bereavement leaves , military leaves , hajj leaves , marriage leaves , on lieu of work day leaves ,"
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",what kinds of penalties are there ?,"late sign in, early sign out , missing sign out , absent , absent no show "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",what do penalties deduct against ?,annual leaves and salary
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",how to request an expense claim ?,"from the employee page , navigate and press new request button and choose the date and request type then fill in the required information "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",how to request annual leaves ?,"from the employee page , navigate and press new request button and choose the date and request type then fill in the required information "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",how to request sick leaves ?,"from the employee page , navigate and press new request button and choose the date and request type then fill in the required information "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",how to request unpaid leaves ?,"from the employee page , navigate and press new request button and choose the date and request type then fill in the required information "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",how to request permissions ?,"from the employee page , navigate and press new request button and choose the date and request type then fill in the required information "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",how to request loans ?,"from the employee page , navigate and press new request button and choose the date and request type then fill in the required information "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",how to requests hajj leaves ?,"from the employee page , navigate and press new request button and choose the date and request type then fill in the required information "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",how to request marriage leaves ?,"from the employee page , navigate and press new request button and choose the date and request type then fill in the required information "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",how to request study leaves ?,"from the employee page , navigate and press new request button and choose the date and request type then fill in the required information "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",how to view my schedule ?,"in the employee profile, navigate and select work calendar tab "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",how to view my attendance history ?,"in the employee profile , navigate and select the history tab "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",how to view my payroll records ?,"in the employee profile , navigate and select the payroll tab "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",how to view my loans and loans requests ?,"in the employee profile , navigate and select the loans tab "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",how to get a general view of my account ?,"in the employee profile, navigate and select the general tab "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",how to get quick information about an employee ?,"navigate and find the employee you wish to view quick information about , then hover over the exclamation mark under the employee profile picture "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",how to view an employee phone number ?,"navigate and find the employee you wish to view phone number  , then hover over the phone icon under the employee profile picture "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",how to view an employee email ?,"navigate and find the employee you wish to view email , then hover over the mail icon under the employee profile picture "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",how to sign in multiple accounts ?,navigate and press your profile picture then select add another account then sign in the other account
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",how to log out ?,navigate and press your profile picture then press the log out button
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",how to edit my dashboard columns ?,"in the dashboard section , navigate and select the toggle columns and choose the desired columns "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",how to create a new shift ?,"under the attendance section , under the assignments tab , navigate and press the change shift button  then fill the desired and required fields "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",what are quick actions ?,its a feature that allows the user to use other features from anywhere in the system without having to navigate to the said features or section
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",how to use quick actions ?,"anywhere in the system , navigate and hover over the plus icon and choose the desired quick action button to start the chosen feature"
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",I want to create a new shift based employee,navigate to the Employees Section then press the add new button then choose shift based instead of office based and fill in the required details
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",I want to create a new salary configuration for an  employee,navigate to the desired employee and press the salary configuration tab and press add new then fill in the required details
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",I want to edit an employee salary configuration,navigate to employee's page then press the salary configuration tab and press the edit button and change the desired details then press save.
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",I want to create a new work group,Navigate to the employees section and press the work group tab then press the add new button and fill in the required details
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",I want to create a new work team,navigate to the Employees Section then press the add new button then choose shift based instead of office based and fill in the required details
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",I want to view my employees,Navigate and press the Employees Button
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",I want to view my employees attendance history,Navigate and select the attendances action then choose the attendance history tab
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to view my employees payroll,Navigate and select the financials section then Press the payroll tab
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",I want to submit payment for and employee,Navigate to the financials section and select payroll tab then select the employee and press the submit payment button
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",I want to edit an employee attendance,Navigate to the attendance section and find the employee to be edited and then press edit and select the desired status
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",what are the available attendance statuses ?," Absent , On-time , Day off , Holiday And Late "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",I want to add a new announcement,Navigate to the settings section then press the announcements tab then press add new and fill in the required details
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",I want to create a new Holiday,Navigate and select the settings section then select the holidays tab and press add new then fill the required details
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to edit a holiday,Navigate and select the settings section then select the holidays tab and find the holiday to be edited then press the edit button and change the desired details then press save button
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to submit payment for multiple employees,Navigate to the financials section then select the desired employees by checking the checkboxes next to their names and then press the submit payment button
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",I want to edit an employee information,Navigate and select the desired employee from the employees section then press the edit button and change the desired information and then press save
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want ti change access levels for an employee,Navigate to the employees section and select the Employee actions tab then select the desired employees and press the Bulk actions button
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to add new employee documents,Navigate and select the Employees section then select the Employee documents tab and add the desired documents for desired employees
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",I want to change day off settings for an employee,Navigate and select the Employees section then press the employee actions tab and select the desired employees and press bulk actions then press change day off settings
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to change holiday settings for an employee," Navigate and select the employees section , then press te bulk actions tab then select the desired employees and press change holiday settings "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to change check in settings for an employee," Navigate to the employees section , then press te bulk actions tab then select the desired employees and press change check in settings button "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",I want to change department for and employee,Navigate and select the Employees section then press he employee actions tab then select the desired employees and press bulk actions button then select change department button
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to change employee's position,navigate and select employees section then press the employee action then choose the desired employees and press bulk actions button then choose change position button
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to change work remotely settings for an employee,navigate and select the employees section then press the employee actions tab then select the desired employee and press change work remotely settings button
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to change direct manager for an employee,navigate and select the employees section then press the employee actions tab then choose the desired employee and press change direct manager button
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to change copied managers for an employee,navigate and select employees section then select the employee actions tab and select the desired employees then press the bulk actions button and press change copied mangers button
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to add annual leave balance for an employee,navigate and select the desired employee then press the add balance button and choose annual leave and the current year then enter the value and press save button
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to add annual leaves balance for multiple employees,navigate to the employees section then choose the employee actions and select the desired employees and press the bulk action button then choose add balance button and choose annual leaves from the type and choose the current year then press save
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to deduct annual leaves from an employee,navigate and select the desired employees then press the add balance button and choose the deduct option and select annual leaves from the type and enter the desired year and amount then press save
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to deduct annual leaves from multiple employees," navigate and select the employees section then press employee actions and choose the desired employees and press the bulk actions button then select add balance button and choose the deduct option , then choose annual leaves and enter the year and value then press save "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want add permissions balance to an employee,navigate and select the desired employee then press the add button then choose permissions from the type and enter the value and date then press save
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to add permissions balance for multiple employees,navigate to employees section then press the employee actions tab then select the desired employees and press bulk actions button and choose permissions from type and fill required details
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to reset balance for multiple employees,navigate to the employees section then press the employee actions tab and choose the desired employees and press the bulk actions button then select reset balance button
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to verify/Activate an employee,Navigate and select the Employees section then press employee actions tab then choose the desired employees and press the bulk actions button then choose verify / activate button
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to view my employees requests,Navigate and select the requests section then select the requests tab
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to reject multiple employees requests,Navigate and select the requests section and press the request tab and select the desired requests and then press reject button
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to accept multiple employee requests,Navigate and select the requests section then the requests tab and choose the desired requests and press accept
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to view all loan requests,Navigate and select the requests section then the loan requests tab
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to accept a loan request from an employee,Navigate and select the requests section and press the loan request tab then choose the desired loan request to accept
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to view my employees claims,navigate and select the requests section and choose the claims tab
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to accept an employee claim request,navigate to requests section then press the claims tab and choose the claim request to accept
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",what are the available requests in mawared hr system ?," Annual leaves , sick leaves , unpaid leaves and custom leaves "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",what are the types of custom leaves in mawared hr system,"bereavement leaves , military leaves , hajj leaves , marriage leaves , on lieu of work day leaves ,study leaves and sabbatical leaves."
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",what is request cut off time ?,its the amount of time before the start of the work day that the employee can request leave before
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to create a new attendance profile,navigate and select the settings section and press the attendance profile tab then press add new button
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to edit an attendance profile,navigate and select the settings section and press the attendance profile tab then press the edit button for the desired attendance profile
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to request a new annual leave request," from the employee profile , navigate and press the new request button and select the date and leave type then press save "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to switch an external employee to a internal employee,navigate and select the desired employee and then press the salary configuration tab then press add new or edit the current  configuration and uncheck the external employee checkbox
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to view an employee calendar,navigate and select an employee then press the work calendar tab in the employee profile
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to request an annual leave request," from the employee profile , select the new request button and choose the leave type and date then press save "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to create a new bonus for an employee,Navigate to the financials section and select the bonus tab  and press the add new button then select the desired employee and fill in the required details.
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to create a new bonus for multiple employees,Navigate and select the financials section then press the bonus tab and select add new button and select the desired employees and fill in the required details.
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to create a new  bonus for a department .,navigate to the financials section and select the bonus tab and press add new button then select the desired department and fill in the required details.
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to create a new bonus for an office,navigate to the financials section and select the bonus tab and press the add new button then select the desired office and fill in the required details.
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to create a new deduction for an employee,navigate to the financials section and select the deductions tab and press add new button then choose the desired employee and fill in the required details.
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to create a new deduction for employees,navigate to the financials section and select the deduction tab and press the add new button then choose the desired employees and fill in the required details.
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to create a new  bonus for multiple employees,"navigate to the financials section and select the bonus tab and press the import bonus button to import the bonus form , after filling the form , reupload it and save."
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to create a new deduction for multiple employees,"navigate to the financials section and select the deductions tab and press the import deductions button to download the deduction form and and fill it , then reupload it and press save."
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to create a new deduction policy,navigate to the financials section and choose the deductions policy tab then press add new button and fill in the desired details.
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to add a deduction violation for an employee,navigate to the financials section then choose the deduction tab then press add new and choose deduction violation and add in the required details.
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to submit a payment for an employee,"navigate to the financials section and choose the payroll tab , then select the desired employee and press submit payment button"
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to export month payroll,"navigate to the financials section and choose the payroll tab , select the desired month and press export payroll button"
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to export monthly payslips,navigate to the financials section and choose the payroll tab then select the desired month then press export payslips button
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to create a new loan for an employee,navigate to the financials section and select the loans tab and press add new loan button and fill in the required details
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to edit a bonus,navigate to the financials section and select the bonus tab and press the edit button for the desired bonus
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to delete a bonus,navigate to the financials section and choose the bonus tab and then press the delete button for the desired bonus
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to edit a deduction,navigate to the financials section and choose the deduction tab and then press the edit button for the desired deduction
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to delete a deduction,navigate to the financials section and select the deduction tab and press the delete button for the desired deduction
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to edit a loan for an employee,navigate to the financials section and choose the loans tab and then press the edit button for the loan
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to delete a loan,navigate to the financials section and select the loans tab and then press the delete button for the loan.
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to request a permission,navigate to the employee profile and press the new request button then choose the date and permissions from the leave type
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to delete leave request,"navigate to employee profile and under the general area , press the cancel button for the request "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to reject a leave request,navigate to the requests section and select the requests tab and navigate and find the employee request to reject
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to accept an employee leave request,navigate to requests section and select the requests tab then press the accept button for the desired request
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to edit attendance for an employee.,navigate to the attendance section and select the attendance history tab and find the desired employee and press edit button and change the attendance type as desired .
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to request a half day request,navigate to the employee profile and press new request button then select date and request type and fill in the details then press save .
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to request change shift request,navigate to the employee profile and select the new request button then choose the date and request type and fill in the required details.
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to sign in on behalf of employee,navigate to the employee section and find the desired employee then press the sign in button and fill in the required details.
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to sign out o behalf of employee,navigate and select the employees section and find the employee to sign out on behalf and press the sign out button
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to suspend an employee,navigate to the employees section and find the desired employee to suspend then press the suspend button and choose the suspension date and leaves calculation
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to activate an employee,navigate to the employees section and find the employee to be activated then press the activate button and choose the activation date and balance.
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to add balance for an employee,navigate to the employee profile and select the add balance button and choose the type and year then press save
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to deduct balance from an employee,navigate to the employee profile and select the add balance button and choose deduct balance option and choose the type and year then press save.
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to create a new salary configuration for an employee,navigate to the employee profile and select salary configuration tab and press add new button and fill in the required details and press save
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to create a new attendance type configuration for employee,navigate to the employee profile and select the attendance type  tab and press add new button and fill in the required details.
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to create a new attendance profile,navigate to the settings section and select attendance profile section and press add new button then fill in the required details
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to enable an employee to work remotely,"navigate to employee profile and select the attendance type tab and press edit , navigate an find work remotely checkbox and enable it then choose the number of days "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to create a new work timing,navigate to the settings section and choose the work timings tab then press the add new button and fill in the required details
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to create a leave and break profile,navigate to the settings section then choose the leave and break tab and press add new button then fill in the required details and press save
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to log in multiple accounts,navigate and select your profile picture and then press sign in into multiple accounts button and enter your credentials.
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to talk to a human,"i am very sorry to hear that , you can get more support at our website  https://mawaredhr.com/#contact_us "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to sign up in mawared hr system,feel free to contact an account manager to learn more about our plans at https://mawaredhr.com/#contact_us
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want view all of my employees,navigate to the employees section to view all employees
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to view my employees penalties,navigate to the attendance section and select the penalties tab to view all employees penalties
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to edit a penalty,navigate to the attendance section and choose the penalties tab then find and press the edit button for the desired penalty.
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to view employee deductions,navigate to financials section and select the deductions tab
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to view my employees bonuses,navigate to the financials section and select the bonus tab
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to give an employee an allowance,"while creating a new salary configuration for the employee , choose to manage employee internally and add allowances using the add allowances button "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to add deductibles to an employee,"while creating a new salary configuration , choose to manage the employee internally and choose the add deductibles button "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to allow annual leaves for my employees,"while editing a leave and break profile , activate the annual leaves checkbox to allow annual leaves for the employees in this leave and break profile "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to allow sick leaves for my employees,"while editing a leave and break profile , select and active the sick leaves checkbox to activate sick leaves for the employees using this leave and break profile "
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to allow my employees to request unpaid leaves,"while editing a leave and break profile , navigate and activate the unpaid leaves checkbox to allow employees under the leave and break profile to request unpaid leaves"
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to create a new assignments for an employee,navigate to the attendance section and select assignments tab then press the add new  button then fill in the required details
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to change shifts for an employee,navigate to attendance section and select the assignments tab and press the  change shifts button then fill in the required details
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to create a new schedule,"navigate and select attendance section and select the work calendar tab , then press plan new schedule button and fill in the required details."
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to give an employee a temporary password,navigate to the employees section and find the desired employee and press the set temporary password button
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to export employee list,navigate to the employees section and find the export employees button then select the columns to export
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to export monthly report,navigate to the attendance section and select the monthly report tab and then press the export button
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to export yearly report,navigate to the attendance section and select the yearly report tab and press the export button to export the yearly report
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",i want to export custom report,navigate to the attendance section and select the custom report tab and press export button to export custom report
"You are Mawared Ai assistant ,.
You give user structured and numbered steps to complete their request.
You give clear and accurate answers to any user query.",how to change monthly report columns,navigate to the attendance section and select the monthly report tab then navigate and select the edit columns button
